INCIDENT_TYPE,IncidentRole,FILENUM,CASENUM,Time Occurred,Date Occurred,OCCURRED_DAY,STREET_N,STREET,CITY,STATE,ZIPCODE,PRECINCT,Incident Precinct,UoF_1,UoF_1_Zones,UoF_1_Effective,UoF_1_Deployed_Only,UoF_1_Arc_Display_Only,UoF_2,UoF_2_Zones,UoF_2_Effective,UoF_2_Deployed_Only,UoF_2_Arc_Display_Only,UoF_3,UoF_3_Zones,UoF_3_Effective,UoF_3_Deployed_Only,UoF_3_Arc_Display_Only,UoF_4,UoF_4_Zones,UoF_4_Effective,UoF_4_Deployed_Only,UoF_4_Arc_Display_Only,UoF_5,UoF_5_Zones,UoF_5_Effective,UoF_5_Deployed_Only,UoF_5_Arc_Display_Only,UoF_6,UoF_6_Zones,UoF_6_Effective,UoF_6_Deployed_Only,UoF_6_Arc_Display_Only,UoF_7,UoF_7_Zones,UoF_7_Effective,UoF_7_Deployed_Only,UoF_7_Arc_Display_Only,UoF_8,UoF_8_Zones,UoF_8_Effective,UoF_8_Deployed_Only,UoF_8_Arc_Display_Only,UoF_9,UoF_9_Zones,UoF_9_Effective,UoF_9_Deployed_Only,UoF_9_Arc_Display_Only,UoF_10,UoF_10_Zones,UoF_10_Effective,UoF_10_Deployed_Only,UoF_10_Arc_Display_Only,CIT_INFL_ASSMT,IN_BLUETEAM,STATUS,LL Used,40MM,BB,BB - OC,OC Can,OC Spray,CS Can,CS,Chem Other,FN303,BlueNose,Sting,NFDD,PB Launch,Baton,Orange,Other Wpn,Total
Level 1 - Use of Force,Officer,2020UOF-1033,2020-202540,3:51:00,7/2/20,Thursday,1532,Broadway,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1076,2020-202541,3:57:00,7/2/20,Thursday,,E Pine St / Broadway,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Control Hold – Restraint,"20, 21",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1032,2020-202544,3:30:00,7/2/20,Thursday,900,Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Personal Weapons – Pressure Point,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1031,2020-202545,4:00:00,7/2/20,Thursday,907,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Team Takedown,"4, 4, 21",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1490,2020-202545,4:02:00,7/2/20,Thursday,700,E PINE ST,SEATTLE,WA,98112,E2 | EDWARD | EAST,Demonstration,Control Hold – Team Takedown,"6, 17",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1075,2020-202607,1:30:00,7/3/20,Friday,900blk,E. Pine St.,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,Yes,No,,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1028,2020-202862,15:00:00,7/2/20,Thursday,1531,Broadway,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,"10, 12, 4",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1029,2020-202862,15:00:00,7/2/20,Thursday,1538,Broadway,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Control Hold – Team Takedown,"3, 5",Yes,No,,Handcuffing,"4, 6",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1059,2020-203179,22:15:00,7/2/20,Thursday,810,Virginia St,Seattle,WA,,,Demonstration,Control Hold – Restraint,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1072,2020-203179,22:37:00,7/2/20,Thursday,810,virginia st,seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Control Hold – Restraint,"11, 3",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1073,2020-203179,22:30:00,7/2/20,Thursday,1918,8 Ave,Seattle,WA,,,Demonstration,Control Hold – Restraint,5,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1074,2020-203179,22:26:00,7/2/20,Thursday,1918,8th Avenue,Seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Control Hold – Restraint,"4, 6, 17, 19",Yes,No,,Control Hold – Restraint,"22, 24, 25, 23",Yes,No,,Control Hold – Restraint,"5, 16",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1070,2020-203180,,7/2/20,Thursday,810,virginia,seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Handcuffing,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1071,2020-203180,22:00:00,7/2/20,Thursday,800,Virginia St,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Control Hold – Restraint,"16, 20, 23",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1069,2020-203278,1:36:00,7/3/20,Friday,1600,Broadway,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 1 - Use of Force,Officer,2020UOF-1027,2020-203290,2:11:00,7/3/20,Friday,1500,Broadway,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1066,2020-203301,1:30:00,7/3/20,Friday,,E PINE ST / BROADWAY,SEATTLE,WA,,,Demonstration,Control Hold – Takedown,,,,,Control Hold – Restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1068,2020-203301,2:33:00,7/3/20,Friday,,Broadway / East Pine St,Seattle,WA,,,Demonstration,Control Hold – Takedown,"22, 13, 11",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1067,2020-203301,2:30:00,7/3/20,Friday,,E Pine St / Broadway Av E,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1065,2020-203310,1:30:00,7/3/20,Friday,,E PINE ST / BROADWAY,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1064,2020-204303,13:00:00,7/4/20,Saturday,1238,E Howell ST,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Takedown,"3, 5, 16, 18",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1061,2020-204309,13:00:00,7/4/20,Saturday,1200,13 AV,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1062,2020-204309,13:20:00,7/4/20,Saturday,1301,e howell st,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,"3, 4",Yes,No,,Control Hold – Team Takedown,"3, 4",Yes,No,,Verbal Commands,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1063,2020-204309,13:15:00,7/4/20,Saturday,1200,13th Ave,Seattle,WA,98021,C1 | CHARLIE | EAST,Demonstration,Control Hold – Takedown,"3, 5",Yes,No,,Control Hold – Restraint,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1060,2020-205052,2:30:00,7/5/20,Sunday,,11 AV & E Pine ST,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Handcuffing,"4, 6, 17, 19",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,No,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1316,2020-217180,15:00:00,7/19/20,Sunday,,810 Virginia St,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Verbal Commands,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1461,2020-217180,,7/19/20,Sunday,,810 Virginia St,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Verbal Commands,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1771,2020-217180,15:00:00,7/19/20,Sunday,,1918 8 Av,Seattle,WA,98121,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1302,2020-217180,11:00:00,7/19/20,Sunday,810,Virginia st,Seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1304,2020-217180,16:00:00,7/19/20,Sunday,812,Virginia Street,Seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,"1, 2",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1311,2020-217180,17:45:00,7/19/20,Sunday,1519,12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"2, 7",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1315,2020-217180,17:00:00,7/19/20,Sunday,810,Virginia ST,Seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1772,2020-217180,15:35:00,7/19/20,Sunday,,1918 8 Av,Seattle,WA,98121,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1773,2020-217180,16:30:00,7/19/20,Sunday,,1918 8 Av,Seattle,WA,98121,M2 | MARY | WEST,Demonstration,Balls - OC,,Yes,Yes,,Control Hold – Team Takedown,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1774,2020-217180,15:30:00,7/19/20,Sunday,,1918 8 AV,SEATTLE,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1308,2020-217369,15:00:00,7/19/20,Sunday,810,Virginia St,Seattle,WA,98101,D1 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1303,2020-217369,15:30:00,7/19/20,Sunday,810,Virginia ST,Seattle,WA,98122,D1 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Control Hold – Takedown,"20, 18",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1307,2020-217369,15:35:00,7/19/20,Sunday,810,Virginia,Seattle,WA,98101,D1 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1705,2020-217369,16:00:00,7/19/20,Sunday,,1918 8 AV,SEATTLE,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1706,2020-217369,15:30:00,7/19/20,Sunday,,1918 8 AV,SEATTLE,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1305,2020-217398,15:50:00,7/19/20,Sunday,810,Virgnia,Seattle,WA,98121,D2 | DAVID | WEST,Demonstration,Handcuffing,"4, 6",Yes,No,,Personal Weapons – Push,"3, 4",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1310,2020-217398,15:35:00,7/19/20,Sunday,,810 Virginia St,Seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Control Hold – Team Takedown,"20, 19, 18",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1317,2020-217398,16:10:00,7/19/20,Sunday,,810 Virginia St,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Control Hold – Restraint,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1309,2020-217398,16:30:00,7/19/20,Sunday,810,Virginia St,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Balls - OC,,Yes,Yes,,Control Hold – Team Takedown,14,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1312,2020-217398,15:30:00,7/19/20,Sunday,2000,8 AV,seattle,WA,98101,D2 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,"1, 1, 1, 1, 1, 1, 1",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 1 - Use of Force,Officer,2020UOF-1240,2020-222475,16:40:00,7/25/20,Saturday,1000,E pine st,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1196,2020-222475,16:00:00,7/25/20,Saturday,1100,Pine,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Personal Weapons – Punch/Elbow,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1225,2020-222475,15:00:00,7/25/20,Saturday,,Broadway / Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Verbal Commands,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1414,2020-222475,15:00:00,7/25/20,Saturday,,11 AV / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Verbal Commands,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1770,2020-222475,16:00:00,7/25/20,Saturday,,1519 12 Av,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Verbal Commands,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1171,2020-222475,19:25:00,7/25/20,Saturday,1519,12 Av S,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1192,2020-222475,17:40:00,7/25/20,Saturday,1519,12 Ave,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"1, 7",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1121,2020-222475,18:00:00,7/25/20,Saturday,1635,11 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1130,2020-222475,17:15:00,7/25/20,Saturday,,11 Av / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,8,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1139,2020-222475,17:52:00,7/25/20,Saturday,,1000 Broadway,Seattle,WA,98211,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1140,2020-222475,16:20:00,7/25/20,Saturday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1149,2020-222475,16:41:00,7/25/20,Saturday,1001,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1156,2020-222475,16:15:00,7/25/20,Saturday,800,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,7,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1159,2020-222475,17:19:00,7/25/20,Saturday,1600,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Pepperball Launcher,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,Yes,Initial,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1161,2020-222475,16:34:00,7/25/20,Saturday,1100,E Pine ST,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1164,2020-222475,16:20:00,7/25/20,Saturday,1100,E Pine St,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1173,2020-222475,16:30:00,7/25/20,Saturday,,11th AV/E Pine ST,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"11, 13, 23, 25",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1185,2020-222475,21:00:00,7/25/20,Saturday,1519,12 AV,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Baton – Straight – Impact,"4, 4",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
